epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,648.595,0.74369,0.72939,0.95052,0.86342,0.95143,0.93043,0.76766,0.76107,0.68401,0.9895,0.000440067,0.000440067,0.000440067
124,653.751,0.73145,0.64011,0.9337,0.85883,0.95477,0.92846,0.77628,0.75004,0.68846,0.98854,0.000434568,0.000434568,0.000434568
125,658.961,0.74893,0.68162,0.92011,0.90594,0.90231,0.93148,0.77476,0.75097,0.69305,0.99755,0.000429068,0.000429068,0.000429068
126,663.981,0.73822,0.65679,0.92683,0.877,0.94242,0.92504,0.77218,0.74527,0.67408,0.99466,0.000423569,0.000423569,0.000423569
127,668.972,0.74819,0.67053,0.91636,0.87789,0.9454,0.92696,0.76875,0.74092,0.66996,0.99358,0.000418069,0.000418069,0.000418069
128,673.988,0.74641,0.67077,0.93256,0.87496,0.94391,0.9311,0.76894,0.72144,0.66778,0.98679,0.00041257,0.00041257,0.00041257
129,678.973,0.70621,0.58461,0.89509,0.92422,0.88992,0.93032,0.76946,0.72737,0.6771,0.98434,0.00040707,0.00040707,0.00040707
130,683.914,0.67317,0.61733,0.90106,0.93706,0.88572,0.93372,0.77454,0.73272,0.67893,0.98697,0.000401571,0.000401571,0.000401571
131,688.868,0.72584,0.62154,0.91209,0.9233,0.87391,0.92428,0.77073,0.72209,0.66929,0.99301,0.000396071,0.000396071,0.000396071
132,693.803,0.73418,0.63211,0.90055,0.92431,0.87939,0.92909,0.76888,0.7365,0.70013,0.99913,0.000390572,0.000390572,0.000390572
133,699.06,0.72684,0.6854,0.92475,0.9262,0.86813,0.92327,0.7649,0.74866,0.716,1.0072,0.000385073,0.000385073,0.000385073
134,704.456,0.70313,0.67618,0.90488,0.90969,0.87425,0.92884,0.77055,0.75693,0.71217,1.00922,0.000379573,0.000379573,0.000379573
