epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,531.834,0.81646,0.96283,0.99282,0.86775,0.93873,0.92796,0.76162,0.72992,0.82993,1.01294,0.000231088,0.000231088,0.000231088
82,538.323,0.83371,1.00618,1.01432,0.87636,0.9266,0.9252,0.76127,0.73548,0.83854,1.01367,0.000220089,0.000220089,0.000220089
83,544.798,0.82488,0.92323,0.98993,0.93177,0.87891,0.92978,0.7596,0.74713,0.83416,1.01672,0.00020909,0.00020909,0.00020909
84,551.061,0.78578,0.99493,0.9508,0.92014,0.91515,0.93219,0.75931,0.75192,0.83881,1.02334,0.000198091,0.000198091,0.000198091
85,558.734,0.79211,0.97733,0.95243,0.92739,0.90627,0.93463,0.76253,0.72589,0.82148,1.01981,0.000187092,0.000187092,0.000187092
86,564.958,0.79418,0.95026,0.95145,0.8755,0.94145,0.93358,0.76866,0.73125,0.82353,1.02351,0.000176094,0.000176094,0.000176094
87,571.216,0.88771,1.10397,1.03202,0.87515,0.93945,0.93427,0.77204,0.74746,0.84277,1.02288,0.000165095,0.000165095,0.000165095
88,577.626,0.78626,0.96809,0.97117,0.87386,0.94613,0.93221,0.76519,0.74464,0.81855,1.0181,0.000154096,0.000154096,0.000154096
89,584.143,0.78488,0.96113,0.96853,0.9205,0.90357,0.93114,0.76704,0.74536,0.8028,1.01966,0.000143097,0.000143097,0.000143097
90,591.035,0.73424,0.87271,0.92531,0.92102,0.92045,0.93505,0.76733,0.75196,0.79525,1.02651,0.000132098,0.000132098,0.000132098
91,598.088,0.75188,1.02598,0.96335,0.92887,0.90833,0.93348,0.76141,0.75495,0.8073,1.02938,0.000121099,0.000121099,0.000121099
92,604.601,0.776,1.04004,0.95199,0.897,0.93545,0.93265,0.75394,0.76051,0.83373,1.03917,0.0001101,0.0001101,0.0001101
93,610.934,0.74122,1.02178,0.96125,0.9273,0.91661,0.93009,0.75759,0.75125,0.82184,1.03304,9.91012e-05,9.91012e-05,9.91012e-05
94,617.179,0.75082,0.98912,0.95908,0.91734,0.92463,0.93021,0.75957,0.74263,0.80267,1.02746,8.81023e-05,8.81023e-05,8.81023e-05
95,623.411,0.70692,0.95004,0.94195,0.93431,0.91051,0.93212,0.7646,0.73939,0.80494,1.02568,7.71034e-05,7.71034e-05,7.71034e-05
96,629.86,0.71754,0.95907,0.94099,0.88794,0.94059,0.93215,0.7596,0.7316,0.82676,1.01966,6.61045e-05,6.61045e-05,6.61045e-05
97,636.073,0.71366,0.97369,0.93304,0.88776,0.93764,0.93218,0.75824,0.73685,0.83428,1.0241,5.51056e-05,5.51056e-05,5.51056e-05
98,642.362,0.70857,0.99236,0.95474,0.88925,0.93966,0.93489,0.76009,0.73177,0.81353,1.02271,4.41067e-05,4.41067e-05,4.41067e-05
99,648.573,0.72243,0.95301,0.94447,0.8843,0.94426,0.93608,0.76808,0.73281,0.80991,1.01991,3.31078e-05,3.31078e-05,3.31078e-05
100,654.85,0.7216,0.97733,0.94962,0.88365,0.94684,0.93283,0.77167,0.73477,0.80834,1.0222,2.21089e-05,2.21089e-05,2.21089e-05
